Agent,Prior,Target,Score,SMILES,SMILES_state,Input_Scaffold,R-groups,# rotatable bonds (<10),# rotatable bonds (<10) (raw),# stereo centers (<2),# stereo centers (<2) (raw),Molecular weight (350-600),Molecular weight (350-600) (raw),logP (<=5),logP (<=5) (raw),TPSA (<=150),TPSA (<=150) (raw),# aromatic rings (<5),# aromatic rings (<5) (raw),# Cl (<=1),# Cl (<=1) (raw),# F (<4),# F (<4) (raw),# HB-donors (<5),# HB-donors (<5) (raw),# HB-acceptors (<10),# HB-acceptors (<10) (raw),ADG PLA2X,ADG PLA2X (raw),ADG hERG,ADG hERG (raw),Minimal Alerts,Minimal Alerts (raw),matchting_patterns (Minimal Alerts),step
4.1782,4.8458,-4.8458,0.0000000,Cc1ccc2cc(C(N)=O)n(C(=O)O)c2c1,2,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)O|*C,0.0000000,1.0000,0.0000000,0.0000,0.0000000,218.2120,0.0000000,1.5747,0.0000000,85.3200,0.0000000,2.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,2.0000,0.0000000,3.0000,0.0000000,-9.8100,0.0000000,-5.5500,0.0000000,1.0000,[],3
17.8310,18.5707,25.2234,0.3421412,CC(C)(C)OC(=O)n1c(C(N)=O)cc2ccc(C#CSCCC(=O)O)cc21,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OC(C)(C)C|*C#CSCCC(=O)O,0.9868402,4.0000,0.9467598,0.0000,0.9997102,388.4450,0.6660914,3.0403,0.9802603,111.6200,0.9999995,2.0000,0.9999900,0.0000,1.0000000,0.0000,0.9998222,2.0000,0.9467598,6.0000,0.6752927,-11.0600,0.0226491,-8.3600,1.0000000,1.0000,[],3
16.8706,16.0501,16.9585,0.2578793,NC(=O)c1cc2ccc(-c3cc(C(F)(F)F)nn3-c3ccccc3Cl)cc2n1C=O,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C=O|*c1cc(C(F)(F)F)nn1-c1ccccc1Cl,0.9868402,4.0000,0.9467598,0.0000,0.9999951,432.7890,0.4456373,4.3034,0.9977816,82.9100,0.9467598,4.0000,0.9968477,1.0000,0.9968477,3.0000,0.9999900,1.0000,0.9733457,5.0000,0.2951758,-8.7400,0.0181775,-8.6200,1.0000000,1.0000,[],3
11.2464,12.4231,29.3874,0.3266449,NC(=O)c1cc2ccc(-c3cc(F)cc(Cl)c3)cc2n1C(=O)O,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)O|*c1cc(F)cc(Cl)c1,0.9968477,2.0000,0.9467598,0.0000,0.9531775,332.7180,0.5491663,3.7258,0.9973321,85.3200,0.9998222,3.0000,0.9968477,1.0000,1.0000000,1.0000,0.9998222,2.0000,0.9935481,3.0000,0.4861880,-9.9200,0.0270302,-8.1500,1.0000000,1.0000,[],3
7.5985,8.5725,30.8360,0.3078788,CC(C)Cc1ccc2cc(C(N)=O)n(C(=O)OC(C)(C)C)c2c1,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OC(C)(C)C|*CC(C)C,0.9935481,3.0000,0.9467598,0.0000,0.8191483,316.4010,0.5498610,3.7219,0.9988514,74.3200,0.9999995,2.0000,0.9999900,0.0000,1.0000000,0.0000,0.9999900,1.0000,0.9868402,4.0000,0.4128258,-9.4900,0.0259177,-8.2000,1.0000000,1.0000,[],3
8.0777,9.4634,25.6560,0.2743706,CSc1ccc(-c2ccc3cc(C(N)=O)n(C(=O)OC(C)(C)C)c3c2)cc1,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OC(C)(C)C|*c1ccc(SC)cc1,0.9935481,3.0000,0.9467598,0.0000,0.9994984,382.4850,0.3415369,4.9123,0.9988514,74.3200,0.9998222,3.0000,0.9999900,0.0000,1.0000000,0.0000,0.9999900,1.0000,0.9733457,5.0000,0.5120862,-10.0700,0.0139682,-8.9300,1.0000000,1.0000,[],3
26.2861,27.1989,-1.0277,0.2044622,CC(C)(C)OC(=O)c1nc(-c2ccccc2-c2ccc3cc(C(N)=O)n(C(=O)OC(C)(C)C)c3c2)c(CN)[nH]1,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OC(C)(C)C|*c1ccccc1-c1nc(C(=O)OC(C)(C)C)[nH]c1CN,0.9733457,5.0000,0.9467598,0.0000,0.9999816,531.6130,0.3283625,4.9945,0.6343873,155.3200,0.9467598,4.0000,0.9999900,0.0000,1.0000000,0.0000,0.9968477,3.0000,0.8083177,8.0000,0.7175918,-11.3500,0.0035764,-10.5200,1.0000000,1.0000,[],3
18.3723,18.4460,22.7508,0.3218500,CCN1CCC(Nc2ccc3cc(C(N)=O)n(C(=O)OC(C)(C)C)c3c2)CC1(C)C,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OC(C)(C)C|*NC1CCN(CC)C(C)(C)C1,0.9868402,4.0000,0.5000000,1.0000,0.9999738,414.5500,0.4644062,4.1982,0.9963012,89.5900,0.9999995,2.0000,0.9999900,0.0000,1.0000000,0.0000,0.9998222,2.0000,0.9467598,6.0000,0.6828197,-11.1100,0.0213490,-8.4300,1.0000000,1.0000,[],3
35.2145,35.2021,-0.9795,0.2673639,CC(C)(C)CN(C(CO)CCc1ccc2cc(C(N)=O)n(C(=O)C(C)(C)O)c2c1)S(=O)O,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)C(C)(C)O|*CCC(CO)N(CC(C)(C)C)S(=O)O,0.6725097,9.0000,0.0532402,2.0000,0.9999998,467.5880,0.8160442,1.9296,0.7789425,146.0900,0.9999995,2.0000,0.9999900,0.0000,1.0000000,0.0000,0.9467598,4.0000,0.9467598,6.0000,0.4330537,-9.6100,0.0257006,-8.2100,1.0000000,1.0000,[],3
17.5601,18.4877,12.6170,0.2430055,NC(=O)c1cc2ccc(-c3ncc(CNc4ccccc4)s3)cc2n1C(=O)O,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)O|*c1ncc(CNc2ccccc2)s1,0.9733457,5.0000,0.9467598,0.0000,0.9997994,392.4400,0.4996582,4.0019,0.9822088,110.2400,0.9467598,4.0000,0.9999900,0.0000,1.0000000,0.0000,0.9968477,3.0000,0.9467598,6.0000,0.4827374,-9.9000,0.0086591,-9.4900,1.0000000,1.0000,[],3
4.5873,5.1874,-5.1874,0.0000000,CC(C)(C)OC(=O)n1c(C(N)=O)cc2ccc(C(F)(F)F)cc21,2,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OC(C)(C)C|*C(F)(F)F,0.0000000,1.0000,0.0000000,0.0000,0.0000000,328.2900,0.0000000,3.5422,0.0000000,74.3200,0.0000000,2.0000,0.0000000,0.0000,0.0000000,3.0000,0.0000000,1.0000,0.0000000,4.0000,0.0000000,-9.9200,0.0000000,-6.2100,0.0000000,1.0000,[],3
14.0563,15.0591,34.8518,0.3899292,COC(=O)n1c(C(N)=O)cc2ccc(N3CC[C@H](O)C3)cc21,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OC|*N1CC[C@H](O)C1,0.9968477,2.0000,0.5000000,1.0000,0.5758106,303.3180,0.9013341,0.9257,0.9930819,97.7900,0.9999995,2.0000,0.9999900,0.0000,1.0000000,0.0000,0.9998222,2.0000,0.9467598,6.0000,0.4432566,-9.6700,0.0692000,-7.0100,1.0000000,1.0000,[],3
13.6047,14.6400,35.2251,0.3895707,CN(C)C(=O)n1c(C(N)=O)cc2ccc(-c3ccnc(F)c3)cc21,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)N(C)C|*c1ccnc(F)c1,0.9968477,2.0000,0.9467598,0.0000,0.9187269,326.3310,0.7502983,2.4710,0.9980510,81.2200,0.9998222,3.0000,0.9999900,0.0000,1.0000000,1.0000,0.9999900,1.0000,0.9868402,4.0000,0.5888476,-10.5200,0.0427584,-7.6000,1.0000000,1.0000,[],3
18.3806,18.5869,20.4046,0.3046211,N#Cc1ccc(C(O)(Cc2ccc3cc(C(N)=O)n(C(=O)O)c3c2)C(F)(F)F)cc1,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)O|*CC(O)(c1ccc(C#N)cc1)C(F)(F)F,0.9868402,4.0000,0.5000000,1.0000,0.9999797,417.3430,0.6514907,3.1306,0.9272453,129.3400,0.9998222,3.0000,0.9999900,0.0000,0.9968477,3.0000,0.9968477,3.0000,0.9733457,5.0000,0.5172626,-10.1000,0.0213490,-8.4300,1.0000000,1.0000,[],3
5.3031,3.6779,17.9215,0.1687454,Cc1ccc2cc(C(N)=O)n(C(N)=O)c2c1,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(N)=O|*C,0.9984624,1.0000,0.9467598,0.0000,0.0004885,217.2280,0.8981065,0.9754,0.9958454,91.1100,0.9999995,2.0000,0.9999900,0.0000,1.0000000,0.0000,0.9998222,2.0000,0.9935481,3.0000,0.4706757,-9.8300,0.1311307,-6.1900,1.0000000,1.0000,[],3
24.7978,24.4858,-5.3616,0.1494076,CNC(=O)n1c(C(N)=O)cc2ccc(-c3cnccc3OCCO[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)cc21,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)NC|*c1cnccc1OCCO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,0.6725097,9.0000,0.9467598,0.0000,0.9948873,592.7720,0.3362492,4.9451,0.9844337,108.4700,0.0532402,5.0000,0.9999900,0.0000,1.0000000,0.0000,0.9998222,2.0000,0.9467598,6.0000,0.7913690,-11.9300,0.0015643,-11.4800,1.0000000,1.0000,[],3
6.7850,6.8598,42.2410,0.3836001,CC(C)(C)OC(=O)n1c(C(N)=O)cc2ccc(N3CCCC3)cc21,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OC(C)(C)C|*N1CCCC1,0.9968477,2.0000,0.9467598,0.0000,0.9374877,329.4000,0.6526302,3.1236,0.9985276,77.5600,0.9999995,2.0000,0.9999900,0.0000,1.0000000,0.0000,0.9999900,1.0000,0.9733457,5.0000,0.6490328,-10.8900,0.0374476,-7.7600,1.0000000,1.0000,[],3
11.9871,13.5843,22.1715,0.2793422,CN(C)Cc1ccc(Cc2ccc3cc(C(N)=O)n(C(=O)OC(C)(C)C)c3c2)cc1,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OC(C)(C)C|*Cc1ccc(CN(C)C)cc1,0.9733457,5.0000,0.9467598,0.0000,0.9999499,407.5140,0.4684176,4.1758,0.9985276,77.5600,0.9998222,3.0000,0.9999900,0.0000,1.0000000,0.0000,0.9999900,1.0000,0.9733457,5.0000,0.7947698,-11.9600,0.0091153,-9.4300,1.0000000,1.0000,[],3
3.5864,4.1555,21.6931,0.2019429,Cc1ccc2cc(C(N)=O)n(C(=O)OC(C)(C)C)c2c1,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OC(C)(C)C|*C,0.9984624,1.0000,0.9467598,0.0000,0.0858640,274.3200,0.6985859,2.8318,0.9988514,74.3200,0.9999995,2.0000,0.9999900,0.0000,1.0000000,0.0000,0.9999900,1.0000,0.9868402,4.0000,0.5103602,-10.0600,0.0928301,-6.6400,1.0000000,1.0000,[],3
9.9852,10.4074,24.4563,0.2723727,CC(C)(C)OC(=O)n1c(C(N)=O)cc2ccc(N3CCC(C(=O)O)CC3)cc21,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OC(C)(C)C|*N1CCC(C(=O)O)CC1,0.9935481,3.0000,0.9467598,0.0000,0.9996820,387.4360,0.6997089,2.8244,0.9748274,114.8600,0.9999995,2.0000,0.9999900,0.0000,1.0000000,0.0000,0.9998222,2.0000,0.9467598,6.0000,0.5207114,-10.1200,0.0116788,-9.1400,1.0000000,1.0000,[],3
9.4700,10.6786,28.8195,0.3085788,CCc1ccc2cc(C(N)=O)n(C(=O)OCC(C)C)c2c1,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OCC(C)C|*CC,0.9868402,4.0000,0.9467598,0.0000,0.2547794,288.3470,0.6814312,2.9433,0.9988514,74.3200,0.9999995,2.0000,0.9999900,0.0000,1.0000000,0.0000,0.9999900,1.0000,0.9868402,4.0000,0.3009567,-8.7800,0.0434709,-7.5800,1.0000000,1.0000,[],3
11.6730,12.5932,20.1731,0.2559870,CC(C)(C)OC(=O)n1c(C(N)=O)cc2ccc(-c3cc4ccccc4n3C(=O)O)cc21,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OC(C)(C)C|*c1cc2ccccc2n1C(=O)O,0.9968477,2.0000,0.9467598,0.0000,0.9999833,419.4370,0.3815517,4.6712,0.9714406,116.5500,0.9467598,4.0000,0.9999900,0.0000,1.0000000,0.0000,0.9998222,2.0000,0.9467598,6.0000,0.7486500,-11.5800,0.0072335,-9.7000,1.0000000,1.0000,[],3
9.6277,9.0926,32.6550,0.3261530,Cc1ccc(C(=O)n2c(C(N)=O)cc3ccc(C)cc32)cc1,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)c1ccc(C)cc1|*C,0.9968477,2.0000,0.9467598,0.0000,0.3305508,292.3380,0.6652523,3.0455,0.9994341,65.0900,0.9998222,3.0000,0.9999900,0.0000,1.0000000,0.0000,0.9999900,1.0000,0.9935481,3.0000,0.6737762,-11.0500,0.0230345,-8.3400,1.0000000,1.0000,[],3
15.1396,16.1681,29.0428,0.3532096,CCC(C)(C)OC(=O)n1c(C(N)=O)cc2ccc(CI)cc21,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OC(C)(C)CC|*CI,0.9868402,4.0000,0.9467598,0.0000,0.9999731,414.2430,0.5272263,3.8485,0.9988514,74.3200,0.9999995,2.0000,0.9999900,0.0000,1.0000000,0.0000,0.9999900,1.0000,0.9868402,4.0000,0.3716862,-9.2400,0.0483851,-7.4500,1.0000000,1.0000,[],3
9.0652,10.2178,38.7031,0.3821940,Cc1ccc(-c2ccc3cc(C(N)=O)n(C(=O)OC(C)(C)C)c3c2)o1,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OC(C)(C)C|*c1ccc(C)o1,0.9968477,2.0000,0.9467598,0.0000,0.9763173,340.3790,0.4834886,4.0918,0.9968573,87.4600,0.9998222,3.0000,0.9999900,0.0000,1.0000000,0.0000,0.9999900,1.0000,0.9733457,5.0000,0.6411253,-10.8400,0.0393605,-7.7000,1.0000000,1.0000,[],3
11.9040,12.2860,39.3210,0.4031804,COC(=O)C(Cl)c1ccc2cc(C(N)=O)n(C(=O)OC(C)(C)C)c2c1,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OC(C)(C)C|*C(Cl)C(=O)OC,0.9935481,3.0000,0.5000000,1.0000,0.9978766,366.8010,0.6762544,2.9763,0.9914179,100.6200,0.9999995,2.0000,0.9968477,1.0000,1.0000000,0.0000,0.9999900,1.0000,0.9467598,6.0000,0.3733009,-9.2500,0.0892577,-6.6900,1.0000000,1.0000,[],3
13.6021,15.4830,20.4365,0.2806213,CC(C)(C)OC(=O)n1c(C(N)=O)cc2ccc(-c3cccc(OCC(O)CO)c3)cc21,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OC(C)(C)C|*c1cccc(OCC(O)CO)c1,0.9467598,6.0000,0.5000000,1.0000,0.9999912,426.4690,0.6846869,2.9224,0.9504624,124.0100,0.9998222,3.0000,0.9999900,0.0000,1.0000000,0.0000,0.9968477,3.0000,0.8964765,7.0000,0.7879267,-11.9000,0.0101872,-9.3000,1.0000000,1.0000,[],4
29.1765,29.2029,-29.2029,0.0000000,COc1ccc2c(c1)/C(=N/NC(=O)Cn1cc(-c3ccc4cc(C(N)=O)n(C(=O)OC(C)(C)C)c4c3)cn1)CCC2,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OC(C)(C)C|*c1cnn(CC(=O)N/N=C2\CCCc3ccc(OC)cc32)c1,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,['[#7;!n][#7;!n]'],4
9.5718,9.3525,35.5814,0.3510455,CCCCc1ccc2cc(C(N)=O)n(C(C)=O)c2c1,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(C)=O|*CCCC,0.9868402,4.0000,0.9467598,0.0000,0.0210666,258.3210,0.7118849,2.7429,0.9994341,65.0900,0.9999995,2.0000,0.9999900,0.0000,1.0000000,0.0000,0.9999900,1.0000,0.9935481,3.0000,0.5871742,-10.5100,0.0608137,-7.1700,1.0000000,1.0000,[],4
5.9970,7.7523,38.9696,0.3650144,Cn1cc(-c2ccc3cc(C(N)=O)n(C(=O)OC(C)(C)C)c3c2)cn1,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OC(C)(C)C|*c1cnn(C)c1,0.9968477,2.0000,0.9467598,0.0000,0.9763258,340.3830,0.6844538,2.9239,0.9955052,92.1400,0.9998222,3.0000,0.9999900,0.0000,1.0000000,0.0000,0.9999900,1.0000,0.9467598,6.0000,0.6266991,-10.7500,0.0314326,-7.9700,1.0000000,1.0000,[],4
14.2575,15.6233,14.5223,0.2355123,NC(=O)c1cc2ccc(C#CC3(O)CCOCC3)cc2n1C(=O)OCc1ccccc1,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OCc1ccccc1|*C#CC1(O)CCOCC1,0.9935481,3.0000,0.9467598,0.0000,0.9999817,418.4490,0.7006606,2.8181,0.9890881,103.7800,0.9998222,3.0000,0.9999900,0.0000,1.0000000,0.0000,0.9998222,2.0000,0.9467598,6.0000,0.5854987,-10.5000,0.0057873,-9.9600,1.0000000,1.0000,[],4
13.6773,15.6054,26.8803,0.3319195,C=CCOc1ccc(-c2ccc3cc(C(N)=O)n(C(=O)OCC)c3c2)cc1,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OCC|*c1ccc(OCC=C)cc1,0.9467598,6.0000,0.9467598,0.0000,0.9973527,364.4010,0.5042093,3.9766,0.9976702,83.5500,0.9998222,3.0000,0.9999900,0.0000,1.0000000,0.0000,0.9999900,1.0000,0.9733457,5.0000,0.5618513,-10.3600,0.0254852,-8.2200,1.0000000,1.0000,[],4
9.4205,11.3716,35.3381,0.3649198,COC(=O)n1c(C(N)=O)cc2ccc(-c3cccnc3)cc21,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OC|*c1cccnc1,0.9968477,2.0000,0.9467598,0.0000,0.3933935,295.2980,0.7575467,2.4167,0.9969169,87.2100,0.9998222,3.0000,0.9999900,0.0000,1.0000000,0.0000,0.9999900,1.0000,0.9733457,5.0000,0.3431408,-9.0600,0.0670082,-7.0500,1.0000000,1.0000,[],4
10.8970,11.9823,39.6720,0.4035491,CC(=O)N1CCC(c2ccc3cc(C(N)=O)n(C(C)=O)c3c2)CC1,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(C)=O|*C1CCN(C(C)=O)CC1,0.9968477,2.0000,0.9467598,0.0000,0.9256808,327.3840,0.7938528,2.1262,0.9973157,85.4000,0.9999995,2.0000,0.9999900,0.0000,1.0000000,0.0000,0.9999900,1.0000,0.9868402,4.0000,0.7394422,-11.5100,0.0387127,-7.7200,1.0000000,1.0000,[],4
22.0169,23.6017,16.6942,0.3148117,C=C(c1ccc(F)cc1Cc1ccc2cc(C(N)=O)n(C(=O)OC(C)(C)C)c2c1)N(C)C,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OC(C)(C)C|*Cc1cc(F)ccc1C(=C)N(C)C,0.9733457,5.0000,0.9467598,0.0000,0.9999968,437.5150,0.3623255,4.7856,0.9985276,77.5600,0.9998222,3.0000,0.9999900,0.0000,1.0000000,1.0000,0.9999900,1.0000,0.9733457,5.0000,0.8585045,-12.6100,0.0143295,-8.9000,1.0000000,1.0000,[],4
8.1207,8.4968,37.6378,0.3604267,NC(=O)c1cc2ccc(-c3ccccc3C(F)(F)F)cc2n1C(N)=O,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(N)=O|*c1ccccc1C(F)(F)F,0.9968477,2.0000,0.9467598,0.0000,0.9873344,347.2960,0.6143650,3.3528,0.9958454,91.1100,0.9998222,3.0000,0.9999900,0.0000,0.9968477,3.0000,0.9998222,2.0000,0.9935481,3.0000,0.3846807,-9.3200,0.0491864,-7.4300,1.0000000,1.0000,[],4
4.7762,5.1874,23.9987,0.2280166,CC(C)(C)OC(=O)n1c(C(N)=O)cc2ccc(C(F)(F)F)cc21,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OC(C)(C)C|*C(F)(F)F,0.9984624,1.0000,0.9467598,0.0000,0.9312215,328.2900,0.5816166,3.5422,0.9988514,74.3200,0.9999995,2.0000,0.9999900,0.0000,0.9968477,3.0000,0.9999900,1.0000,0.9868402,4.0000,0.4982730,-9.9900,0.0995847,-6.5500,1.0000000,1.0000,[],4
11.4906,12.7000,32.2827,0.3514277,CC(C)(C)OC(=O)n1c(C(N)=O)cc2ccc(-c3nnc(CO)o3)cc21,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OC(C)(C)C|*c1nnc(CO)o1,0.9935481,3.0000,0.9467598,0.0000,0.9953886,358.3540,0.8008859,2.0657,0.9027478,133.4700,0.9998222,3.0000,0.9999900,0.0000,1.0000000,0.0000,0.9998222,2.0000,0.8083177,8.0000,0.5120862,-10.0700,0.0336051,-7.8900,1.0000000,1.0000,[],4
19.9920,20.6837,16.1602,0.2878431,CC(C)NC(=O)n1c(C(N)=O)cc2ccc(Cc3ccc(C(F)F)cc3)cc21,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)NC(C)C|*Cc1ccc(C(F)F)cc1,0.9733457,5.0000,0.9467598,0.0000,0.9996169,385.4140,0.4578800,4.2347,0.9985764,77.1200,0.9998222,3.0000,0.9999900,0.0000,0.9999999,2.0000,0.9998222,2.0000,0.9935481,3.0000,0.5327647,-10.1900,0.0153386,-8.8200,1.0000000,1.0000,[],4
8.8169,10.0087,29.3965,0.3078534,C#CCc1ccc2cc(C(N)=O)n(C(=O)OC(C)(C)C)c2c1,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OC(C)(C)C|*CC#C,0.9968477,2.0000,0.9467598,0.0000,0.4618974,298.3420,0.7183057,2.6991,0.9988514,74.3200,0.9999995,2.0000,0.9999900,0.0000,1.0000000,0.0000,0.9999900,1.0000,0.9868402,4.0000,0.3525423,-9.1200,0.0322309,-7.9400,1.0000000,1.0000,[],4
8.2868,9.5538,26.9974,0.2855563,CC(C)(C)OC(=O)n1c(C(N)=O)cc2ccc(CC3CCNCC3)cc21,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OC(C)(C)C|*CC1CCNCC1,0.9935481,3.0000,0.9467598,0.0000,0.9949921,357.4540,0.6620463,3.0655,0.9971132,86.3500,0.9999995,2.0000,0.9999900,0.0000,1.0000000,0.0000,0.9998222,2.0000,0.9733457,5.0000,0.4483764,-9.7000,0.0164176,-8.7400,1.0000000,1.0000,[],4
9.7990,12.1767,24.7859,0.2887705,CC(C)(C)OC(=O)n1c(C(N)=O)cc2ccc(CCCCN3CCCC3)cc21,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OC(C)(C)C|*CCCCN1CCCC1,0.9467598,6.0000,0.9467598,0.0000,0.9996203,385.5080,0.5104501,3.9419,0.9985276,77.5600,0.9999995,2.0000,0.9999900,0.0000,1.0000000,0.0000,0.9999900,1.0000,0.9733457,5.0000,0.3928880,-9.3700,0.0208145,-8.4600,1.0000000,1.0000,[],4
27.8835,28.5497,3.5424,0.2507198,CCOC(=O)n1c(C(N)=O)cc2ccc(N3CC(CCC(C)C)N(CC)C3)cc21,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OCC|*N1CC(CCC(C)C)N(CC)C1,0.8964765,7.0000,0.5000000,1.0000,0.9999047,400.5230,0.5628077,3.6490,0.9981127,80.8000,0.9999995,2.0000,0.9999900,0.0000,1.0000000,0.0000,0.9999900,1.0000,0.9467598,6.0000,0.4245943,-9.5600,0.0123974,-9.0700,1.0000000,1.0000,[],4
24.7591,27.3064,16.1469,0.3394787,Cc1oc(=O)oc1COC(=O)n1c(C(N)=O)cc2ccc(C3CCCCc4n[nH]nc43)cc21,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OCc1oc(=O)oc1C|*C1CCCCc2n[nH]nc21,0.9868402,4.0000,0.5000000,1.0000,0.9999991,451.4390,0.7099299,2.7561,0.5622292,159.2400,0.9467598,4.0000,0.9999900,0.0000,1.0000000,0.0000,0.9998222,2.0000,0.6725097,9.0000,0.6347433,-10.8000,0.0316965,-7.9600,1.0000000,1.0000,[],4
7.6568,8.8558,37.6715,0.3634940,CC(C)(C)OC(=O)n1c(C(N)=O)cc2ccc(CCCl)cc21,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OC(C)(C)C|*CCCl,0.9935481,3.0000,0.9467598,0.0000,0.8908274,322.7920,0.6225319,3.3047,0.9988514,74.3200,0.9999995,2.0000,0.9968477,1.0000,1.0000000,0.0000,0.9999900,1.0000,0.9868402,4.0000,0.3307950,-8.9800,0.0603224,-7.1800,1.0000000,1.0000,[],4
9.6569,10.8085,29.0182,0.3111464,COc1ccc(-c2ccc3cc(C(N)=O)n(C(=O)OC(C)(C)C)c3c2)cc1Cl,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OC(C)(C)C|*c1ccc(OC)c(Cl)c1,0.9935481,3.0000,0.9467598,0.0000,0.9999076,400.8620,0.3512952,4.8524,0.9976702,83.5500,0.9998222,3.0000,0.9968477,1.0000,1.0000000,0.0000,0.9999900,1.0000,0.9733457,5.0000,0.6872909,-11.1400,0.0171296,-8.6900,1.0000000,1.0000,[],4
29.7214,29.2724,-20.7816,0.0663340,CC(C)(C)OC(=O)NC(Cc1ccccc1)C(O)CN(CCc1ccc2cc(C(N)=O)n(C(=O)OC(C)(C)C)c2c1)S(=O)(=O)CCC1CCC1,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OC(C)(C)C|*CCN(CC(O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)S(=O)(=O)CCC1CCC1,0.0532402,14.0000,0.0532402,2.0000,0.0030358,712.9100,0.2696412,5.3848,0.3553506,170.2600,0.9998222,3.0000,0.9999900,0.0000,1.0000000,0.0000,0.9968477,3.0000,0.6725097,9.0000,0.8935559,-13.0800,0.0003867,-13.1000,1.0000000,1.0000,[],4
29.9170,29.0814,-9.2820,0.1546825,NC(=O)c1cc2ccc(-c3ccc(S(=O)(=O)N4CCC(C(=O)N[C@H](C(N)=O)C5CCCCC5)CC4)cc3)cc2n1C(=O)O,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)O|*c1ccc(S(=O)(=O)N2CCC(C(=O)N[C@H](C(N)=O)C3CCCCC3)CC2)cc1,0.8083177,8.0000,0.5000000,1.0000,0.9761377,609.7050,0.6905600,2.8844,0.0768437,194.8900,0.9998222,3.0000,0.9999900,0.0000,1.0000000,0.0000,0.9467598,4.0000,0.8964765,7.0000,0.9821282,-15.8000,0.0013052,-11.6900,1.0000000,1.0000,[],4
